10.467	17.77	-18.191	7.7033	-37.371	-8.4567	10.467	10.88	9.867	11.861	10.954	10.482	8.9126	7.7284	9.2444	7.8141	7.0833	10.664	10.73	10.663	10.927	11.139	10.854	13.448	13.693	13.543	13.468	13.731	13.902	13.404	8.6606	8.8419	7.2502	6.4543	5.8456	5.3915	5.875	17.77	15.774	8.7449	1.5528	0.97703	0.80623	16.066	8.7674	1.8345	1.0155	0.72668	19.944	22.103	24.312	25.893	27.532	29.171	25.394	20.2	17.191	15.686	15.098	14.607	14.944	25.479	19.876	16.906	15.421	14.867	14.395	14.882	-18.191	-16.881	-16.088	-19.337	-17.648	-16.774	-18.4	-17.311	-20.275	-18.877	-18.138	-17.974	-17.647	-17.491	-17.326	-17.291	-17.252	-15.839	-15.858	-14.459	-13.76	-13.713	-13.722	-13.819	-19.772	-20.55	-20.347	-20.246	-20.191	-20.077	-19.711
10.467	17.769	-18.194	7.7532	-37.276	-8.6228	10.467	10.877	9.8736	11.861	10.956	10.485	8.9083	7.73	9.2465	7.8173	7.0878	10.663	10.727	10.662	10.927	11.137	10.85	13.447	13.694	13.543	13.468	13.728	13.898	13.402	8.6624	8.8422	7.2386	6.4367	5.8249	5.3682	5.8559	17.769	15.77	8.7412	1.5481	0.97275	0.80696	16.069	8.7698	1.8376	1.0197	0.7238	19.943	22.102	24.311	25.892	27.531	29.17	25.394	20.2	17.192	15.688	15.1	14.608	14.946	25.476	19.874	16.911	15.43	14.88	14.411	14.895	-18.194	-16.886	-16.083	-19.333	-17.643	-16.768	-18.402	-17.308	-20.273	-18.873	-18.135	-17.976	-17.651	-17.5	-17.331	-17.297	-17.262	-15.847	-15.864	-14.462	-13.761	-13.711	-13.718	-13.817	-19.784	-20.569	-20.347	-20.236	-20.179	-20.064	-19.699
10.465	17.764	-18.173	7.2412	-37.39	-8.0305	10.465	10.883	9.8777	11.864	10.96	10.488	8.9143	7.7212	9.2463	7.8159	7.0846	10.655	10.724	10.669	10.936	11.145	10.855	13.457	13.708	13.556	13.48	13.739	13.908	13.412	8.6762	8.8527	7.2374	6.4297	5.8166	5.3588	5.8474	17.764	15.778	8.7453	1.5578	0.98291	0.81622	16.056	8.7556	1.8322	1.012	0.72757	19.942	22.103	24.31	25.89	27.53	29.168	25.367	20.174	17.167	15.664	15.075	14.583	14.922	25.502	19.898	16.943	15.466	14.917	14.449	14.933	-18.173	-16.85	-16.079	-19.342	-17.652	-16.777	-18.37	-17.297	-20.278	-18.881	-18.14	-17.983	-17.669	-17.5	-17.324	-17.289	-17.256	-15.837	-15.842	-14.438	-13.735	-13.685	-13.692	-13.792	-19.776	-20.545	-20.308	-20.189	-20.132	-20.016	-19.652
10.462	17.765	-18.17	7.1881	-37.499	-7.9296	10.462	10.881	9.8668	11.863	10.956	10.484	8.9141	7.7197	9.2449	7.8143	7.0834	10.647	10.716	10.67	10.936	11.148	10.865	13.464	13.715	13.561	13.484	13.742	13.911	13.416	8.6812	8.8558	7.2283	6.4146	5.8006	5.3423	5.8321	17.765	15.78	8.7472	1.5596	0.98642	0.81197	16.054	8.7545	1.8325	1.0132	0.72445	19.945	22.106	24.312	25.892	27.531	29.171	25.344	20.151	17.145	15.642	15.053	14.561	14.9	25.531	19.925	16.978	15.504	14.957	14.49	14.976	-18.17	-16.844	-16.089	-19.345	-17.656	-16.783	-18.368	-17.294	-20.278	-18.88	-18.141	-17.999	-17.69	-17.503	-17.326	-17.292	-17.256	-15.833	-15.822	-14.415	-13.712	-13.658	-13.662	-13.765	-19.768	-20.521	-20.269	-20.144	-20.082	-19.963	-19.603
10.46	17.764	-18.17	7.2069	-37.599	-7.914	10.46	10.877	9.8578	11.862	10.948	10.474	8.9129	7.7173	9.243	7.8122	7.0817	10.645	10.714	10.668	10.933	11.149	10.871	13.461	13.713	13.556	13.478	13.737	13.906	13.411	8.6806	8.853	7.2141	6.3947	5.7775	5.3164	5.8099	17.764	15.78	8.7469	1.5562	0.98628	0.7997	16.053	8.7541	1.8323	1.014	0.72068	19.944	22.105	24.312	25.893	27.531	29.172	25.347	20.154	17.148	15.645	15.057	14.564	14.902	25.527	19.92	16.98	15.51	14.967	14.503	14.987	-18.17	-16.844	-16.094	-19.339	-17.653	-16.784	-18.371	-17.292	-20.277	-18.879	-18.142	-17.998	-17.69	-17.507	-17.335	-17.304	-17.271	-15.837	-15.817	-14.411	-13.708	-13.648	-13.647	-13.755	-19.775	-20.522	-20.26	-20.129	-20.064	-19.942	-19.584
10.459	17.764	-18.169	7.3317	-37.621	-8.0653	10.459	10.872	9.8534	11.861	10.946	10.471	8.9095	7.7149	9.2429	7.8123	7.0817	10.648	10.716	10.665	10.93	11.148	10.872	13.45	13.704	13.544	13.465	13.724	13.893	13.398	8.6795	8.847	7.1972	6.3723	5.7514	5.287	5.7828	17.764	15.776	8.7435	1.5518	0.98201	0.79886	16.054	8.7557	1.8336	1.0151	0.72378	19.941	22.103	24.311	25.893	27.531	29.171	25.366	20.173	17.167	15.664	15.076	14.584	14.921	25.502	19.895	16.962	15.496	14.957	14.497	14.979	-18.169	-16.845	-16.093	-19.334	-17.647	-16.778	-18.373	-17.292	-20.275	-18.877	-18.139	-17.982	-17.673	-17.508	-17.345	-17.319	-17.291	-15.839	-15.823	-14.418	-13.715	-13.653	-13.652	-13.761	-19.791	-20.537	-20.259	-20.12	-20.056	-19.934	-19.576
10.458	17.765	-18.168	7.5209	-37.599	-8.2989	10.458	10.867	9.8532	11.862	10.951	10.477	8.9051	7.7148	9.2448	7.8166	7.0888	10.649	10.716	10.661	10.928	11.148	10.873	13.441	13.697	13.534	13.453	13.713	13.882	13.387	8.6818	8.8436	7.1829	6.3525	5.7306	5.2653	5.7618	17.765	15.773	8.7401	1.5487	0.97529	0.79609	16.059	8.7606	1.8387	1.0221	0.71746	19.942	22.103	24.312	25.894	27.532	29.173	25.381	20.187	17.184	15.682	15.094	14.602	14.939	25.487	19.88	16.955	15.493	14.955	14.496	14.977	-18.168	-16.85	-16.094	-19.334	-17.647	-16.776	-18.377	-17.292	-20.274	-18.872	-18.137	-17.971	-17.662	-17.51	-17.352	-17.327	-17.3	-15.839	-15.835	-14.426	-13.721	-13.659	-13.657	-13.766	-19.807	-20.554	-20.258	-20.11	-20.046	-19.924	-19.566
10.456	17.765	-18.165	7.4046	-37.635	-8.1228	10.456	10.868	9.8548	11.863	10.954	10.482	8.9061	7.7165	9.2455	7.8184	7.0915	10.647	10.716	10.661	10.93	11.152	10.879	13.439	13.697	13.531	13.448	13.708	13.878	13.382	8.6845	8.8407	7.1706	6.3356	5.713	5.2476	5.7468	17.765	15.776	8.7424	1.5537	0.97876	0.79627	16.056	8.7568	1.8369	1.0206	0.71226	19.941	22.103	24.312	25.893	27.531	29.172	25.383	20.19	17.19	15.69	15.102	14.61	14.947	25.484	19.875	16.957	15.498	14.962	14.504	14.984	-18.165	-16.843	-16.091	-19.337	-17.65	-16.779	-18.371	-17.288	-20.276	-18.873	-18.138	-17.968	-17.659	-17.512	-17.351	-17.324	-17.298	-15.839	-15.843	-14.426	-13.718	-13.653	-13.649	-13.76	-19.813	-20.554	-20.246	-20.092	-20.023	-19.898	-19.544
10.453	17.763	-18.16	7.1814	-37.676	-7.8629	10.453	10.869	9.8535	11.863	10.955	10.482	8.9071	7.7156	9.2452	7.8166	7.0883	10.644	10.715	10.664	10.933	11.155	10.883	13.443	13.7	13.531	13.447	13.707	13.877	13.382	8.6884	8.8408	7.1631	6.3242	5.6996	5.233	5.7371	17.763	15.779	8.7453	1.5603	0.98648	0.80617	16.05	8.7505	1.8334	1.0165	0.71428	19.941	22.102	24.311	25.892	27.529	29.171	25.37	20.177	17.178	15.679	15.092	14.6	14.936	25.496	19.886	16.973	15.517	14.984	14.529	15.009	-18.16	-16.832	-16.087	-19.341	-17.652	-16.781	-18.361	-17.285	-20.278	-18.877	-18.141	-17.974	-17.667	-17.508	-17.344	-17.319	-17.296	-15.831	-15.825	-14.405	-13.695	-13.629	-13.624	-13.736	-19.803	-20.528	-20.212	-20.054	-19.977	-19.846	-19.498
10.451	17.762	-18.162	7.3071	-37.574	-8.0346	10.451	10.866	9.8555	11.863	10.954	10.481	8.9021	7.7159	9.2486	7.8191	7.0906	10.638	10.709	10.665	10.934	11.155	10.883	13.45	13.705	13.534	13.449	13.709	13.88	13.384	8.6918	8.8404	7.1563	6.3143	5.6876	5.2196	5.7282	17.762	15.776	8.7419	1.5554	0.98075	0.79943	16.053	8.7528	1.837	1.0203	0.71587	19.943	22.105	24.311	25.892	27.529	29.171	25.338	20.145	17.146	15.646	15.059	14.568	14.903	25.535	19.921	17.012	15.558	15.028	14.576	15.056	-18.162	-16.838	-16.086	-19.338	-17.65	-16.779	-18.365	-17.284	-20.279	-18.879	-18.144	-18	-17.698	-17.51	-17.339	-17.316	-17.294	-15.823	-15.79	-14.371	-13.662	-13.595	-13.59	-13.703	-19.787	-20.487	-20.167	-20.006	-19.923	-19.787	-19.445
10.45	17.763	-18.166	7.4715	-37.431	-8.1616	10.45	10.867	9.8603	11.864	10.953	10.48	8.8996	7.7187	9.2525	7.8229	7.0941	10.639	10.71	10.66	10.93	11.153	10.88	13.447	13.694	13.523	13.438	13.698	13.869	13.373	8.6773	8.822	7.1275	6.2802	5.6508	5.1804	5.6909	17.763	15.772	8.739	1.5494	0.97395	0.78034	16.054	8.7543	1.8391	1.0206	0.71754	19.941	22.103	24.311	25.892	27.53	29.171	25.362	20.168	17.168	15.669	15.081	14.59	14.925	25.507	19.893	16.992	15.541	15.015	14.566	15.044	-18.166	-16.848	-16.085	-19.332	-17.646	-16.777	-18.369	-17.283	-20.279	-18.88	-18.145	-17.985	-17.68	-17.514	-17.351	-17.332	-17.315	-15.844	-15.796	-14.38	-13.671	-13.606	-13.601	-13.713	-19.797	-20.497	-20.163	-19.997	-19.912	-19.775	-19.434
